run_id,hcc_code,member_count,prevalence,avg_score_contribution,total_score_contribution
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC063,173,0.020773294908741594,1.1635028901734104,201.286
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC184,163,0.01957252641690682,24.89038854805726,4057.133333333333
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC002,184,0.022094140249759846,10.408280797101446,1915.123666666666
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC046,188,0.022574447646493755,4.01960460992908,755.685666666667
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC103,151,0.01813160422670509,0.5561324503311261,83.97600000000004
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC011,184,0.022094140249759846,3.793606884057971,698.0236666666666
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC234,121,0.014529298751200768,5.369041322314051,649.6540000000002
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC212,74,0.00888568683957733,0.10184684684684683,7.536666666666665
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC146,158,0.018972142170989432,1.4418945147679323,227.8193333333333
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC012,165,0.019812680115273776,2.847476767676767,469.83366666666655
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC042,170,0.020413064361191162,12.9925431372549,2208.732333333333
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC203,152,0.01825168107588857,1.6474078947368425,250.40600000000006
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC218,156,0.018731988472622477,23.398081196581195,3650.1006666666663
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC154,157,0.018852065321805955,5.945781316348195,933.4876666666667
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC009,170,0.020413064361191162,12.151547058823528,2065.763
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC210,113,0.013568683957732948,0.6812566371681419,76.98200000000003
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC030,186,0.0223342939481268,2.206770609318996,410.45933333333323
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC003,176,0.021133525456292025,9.774363636363637,1720.288
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC047,187,0.022454370797310278,3.0891604278074865,577.673
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC090,162,0.019452449567723344,0.5196687242798355,84.18633333333335
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC130,315,0.037824207492795386,2.399437037037038,755.822666666667
f5b70deb-3115-40e8-8418-17ae26b4df23,HHS_HCC088,158,0.018972142170989432,1.132981012658228,179.01100000000002
