run_id,hcc_code,member_count,prevalence,avg_score_contribution,total_score_contribution
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC063,173,0.020773294908741594,1.4448612716763007,249.96100000000004
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC184,163,0.01957252641690682,23.251582822085894,3790.0080000000007
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC002,184,0.022094140249759846,9.798913043478262,1803.0
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC046,188,0.022574447646493755,3.9778670212765954,747.8389999999999
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC103,151,0.01813160422670509,0.6117682119205299,92.37700000000001
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC011,184,0.022094140249759846,3.6680380434782602,674.9189999999999
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC234,121,0.014529298751200768,4.84694214876033,586.4799999999999
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC212,74,0.00888568683957733,0.1299189189189189,9.613999999999999
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC146,158,0.018972142170989432,1.237082278481013,195.45900000000003
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC012,165,0.019812680115273776,2.7663636363636366,456.45000000000005
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC042,170,0.020413064361191162,12.21495882352941,2076.5429999999997
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC203,152,0.01825168107588857,1.6983684210526315,258.152
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC218,156,0.018731988472622477,21.564019230769233,3363.9870000000005
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC154,157,0.018852065321805955,5.432859872611463,852.9589999999997
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC013,160,0.01921229586935639,0.8465437500000002,135.44700000000003
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC121,166,0.019932756964457253,9.864186746987956,1637.4550000000008
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC037_1,157,0.018852065321805955,0.7437834394904458,116.77399999999999
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC137,33,0.003962536023054755,3.4551212121212123,114.019
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC113,162,0.019452449567723344,0.4648641975308642,75.308
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC211,112,0.013448607108549471,0.47197321428571437,52.86100000000001
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC057,153,0.018371757925072046,0.4537124183006536,69.418
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC111,168,0.020172910662824207,15.378285714285713,2583.5519999999997
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC102,174,0.02089337175792507,1.1414885057471262,198.61899999999997
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC004,170,0.020413064361191162,8.631570588235293,1467.367
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC142,164,0.0196926032660903,1.9672926829268291,322.63599999999997
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC035_1,183,0.02197406340057637,7.497841530054644,1372.1049999999998
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC056,147,0.017651296829971182,1.9536938775510202,287.193
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC094,166,0.019932756964457253,2.1389036144578317,355.05800000000005
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC162,132,0.01585014409221902,1.5391666666666668,203.17000000000002
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC010,156,0.018731988472622477,5.897717948717948,920.0439999999999
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC118,168,0.020172910662824207,3.7782380952380956,634.744
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC029,134,0.016090297790585975,7.342791044776117,983.9339999999997
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC251,164,0.0196926032660903,19.55461585365854,3206.9570000000003
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC022,118,0.014169068203650336,0.2695847457627119,31.811000000000007
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC149,185,0.022214217098943324,2.022010810810812,374.07200000000023
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC115,163,0.01957252641690682,5.9835030674846585,975.3109999999994
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC151,138,0.016570605187319884,2.473905797101449,341.399
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC135,154,0.018491834774255523,10.508032467532468,1618.237
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC209,168,0.020172910662824207,2.2482083333333334,377.699
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC158,186,0.0223342939481268,11.532478494623652,2145.0409999999993
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC150,132,0.01585014409221902,3.6234924242424236,478.30099999999993
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC096,166,0.019932756964457253,8.860765060240961,1470.8869999999995
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC223,181,0.021733909702209415,17.5225138121547,3171.5750000000007
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC023,172,0.020653218059558116,12.54063953488372,2156.99
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC045,183,0.02197406340057637,4.586153005464482,839.2660000000001
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC145,192,0.023054755043227664,10.619427083333337,2038.9300000000007
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC120,153,0.018371757925072046,1.111228758169935,170.01800000000003
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC219,185,0.022214217098943324,2.451805405405406,453.58400000000006
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC112,180,0.021613832853025938,1.1647999999999996,209.66399999999993
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC008,161,0.019332372718539867,24.924683229813656,4012.873999999999
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC036,159,0.01909221902017291,1.2187798742138367,193.78600000000003
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC037_2,130,0.015609990393852064,0.5308461538461537,69.00999999999999
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC018,171,0.02053314121037464,7.000748538011697,1197.1280000000002
c44f1e3a-9098-4527-ad01-5b325f274a62,HHS_HCC006,343,0.041186359269932755,9.443603498542275,3239.1560000000004
