run_id,rxc_code,member_count,prevalence,avg_score_contribution,total_score_contribution
033014ea-1105-48c4-b61e-12d005165b17,RXC_05,130,0.015641920346528698,1.3815153846153845,179.59699999999998
033014ea-1105-48c4-b61e-12d005165b17,RXC_09,132,0.01588256527493683,15.922462121212124,2101.7650000000003
033014ea-1105-48c4-b61e-12d005165b17,RXC_07,140,0.016845144988569365,0.6265857142857142,87.72199999999998
033014ea-1105-48c4-b61e-12d005165b17,RXC_08,134,0.016123210203344965,21.818492537313432,2923.678
033014ea-1105-48c4-b61e-12d005165b17,RXC_02,123,0.014799663097100228,6.93049593495935,852.451
033014ea-1105-48c4-b61e-12d005165b17,RXC_06,117,0.014077728311875827,1.2047606837606832,140.95699999999994
033014ea-1105-48c4-b61e-12d005165b17,RXC_03,128,0.015401275418120563,0.08711718749999998,11.150999999999998
033014ea-1105-48c4-b61e-12d005165b17,RXC_10,141,0.01696546745277343,16.331879432624113,2302.795
033014ea-1105-48c4-b61e-12d005165b17,RXC_01,122,0.014679340632896162,7.406319672131149,903.5710000000001
033014ea-1105-48c4-b61e-12d005165b17,RXC_04,148,0.0178077247022019,1.5754594594594595,233.168
