run_id,rxc_code,member_count,prevalence,avg_score_contribution,total_score_contribution
c44f1e3a-9098-4527-ad01-5b325f274a62,RXC_10,132,0.01585014409221902,16.34060606060606,2156.96
c44f1e3a-9098-4527-ad01-5b325f274a62,RXC_04,144,0.01729106628242075,1.5792222222222227,227.40800000000007
c44f1e3a-9098-4527-ad01-5b325f274a62,RXC_01,139,0.01669068203650336,7.3238992805755405,1018.0220000000002
c44f1e3a-9098-4527-ad01-5b325f274a62,RXC_09,139,0.01669068203650336,15.96296402877698,2218.8520000000003
c44f1e3a-9098-4527-ad01-5b325f274a62,RXC_07,127,0.015249759846301633,0.6373700787401576,80.94600000000001
c44f1e3a-9098-4527-ad01-5b325f274a62,RXC_03,135,0.016210374639769452,0.08631851851851853,11.653000000000002
c44f1e3a-9098-4527-ad01-5b325f274a62,RXC_02,133,0.015970220941402498,6.9108045112781955,919.1370000000001
c44f1e3a-9098-4527-ad01-5b325f274a62,RXC_06,121,0.014529298751200768,1.288677685950413,155.92999999999998
c44f1e3a-9098-4527-ad01-5b325f274a62,RXC_08,116,0.013928914505283382,21.829034482758626,2532.1680000000006
c44f1e3a-9098-4527-ad01-5b325f274a62,RXC_05,143,0.017170989433237274,1.433440559440559,204.98199999999994
