run_id,rxc_code,member_count,prevalence,avg_score_contribution,total_score_contribution
f5b70deb-3115-40e8-8418-17ae26b4df23,RXC_05,143,0.017170989433237274,1.2014265734265734,171.804
f5b70deb-3115-40e8-8418-17ae26b4df23,RXC_09,139,0.01669068203650336,11.843820143884889,1646.2909999999995
f5b70deb-3115-40e8-8418-17ae26b4df23,RXC_02,133,0.015970220941402498,8.179263157894738,1087.842
f5b70deb-3115-40e8-8418-17ae26b4df23,RXC_06,121,0.014529298751200768,1.1734545454545453,141.98799999999997
f5b70deb-3115-40e8-8418-17ae26b4df23,RXC_10,132,0.01585014409221902,14.657643939393937,1934.8089999999997
f5b70deb-3115-40e8-8418-17ae26b4df23,RXC_04,144,0.01729106628242075,1.1645000000000003,167.68800000000005
f5b70deb-3115-40e8-8418-17ae26b4df23,RXC_01,139,0.01669068203650336,4.896719424460433,680.6440000000002
f5b70deb-3115-40e8-8418-17ae26b4df23,RXC_08,116,0.013928914505283382,15.304956896551728,1775.3750000000005
f5b70deb-3115-40e8-8418-17ae26b4df23,RXC_07,127,0.015249759846301633,0.6011102362204725,76.34100000000001
f5b70deb-3115-40e8-8418-17ae26b4df23,RXC_03,135,0.016210374639769452,0.07673333333333335,10.359000000000002
